"","panel","gene"
"3742","Intellectual_disability.rds","HPS4"
"3743","Intellectual_disability.rds","HSD11B1L"
"3744","Intellectual_disability.rds","HSD17B12"
"3745","Intellectual_disability.rds","HSD17B3"
"3746","Intellectual_disability.rds","HSDL1"
"3747","Intellectual_disability.rds","HSDL2"
"3748","Intellectual_disability.rds","HSPA5"
"3749","Intellectual_disability.rds","HSPG2"
"3750","Intellectual_disability.rds","HTT"
"3751","Intellectual_disability.rds","IBTK"
"3752","Intellectual_disability.rds","ICA1"
"3753","Intellectual_disability.rds","ICA1L"
"3754","Intellectual_disability.rds","IFFO1"
"3755","Intellectual_disability.rds","IFT122"
"3756","Intellectual_disability.rds","IFT80"
"3757","Intellectual_disability.rds","IFT81"
"3758","Intellectual_disability.rds","IGF2BP1"
"3759","Intellectual_disability.rds","IGF2BP2"
"3760","Intellectual_disability.rds","IGF2BP3"
"3761","Intellectual_disability.rds","IK"
"3762","Intellectual_disability.rds","IKZF4"
"3763","Intellectual_disability.rds","IL5RA"
"3764","Intellectual_disability.rds","ILF3"
"3765","Intellectual_disability.rds","IMPDH1"
"3766","Intellectual_disability.rds","INF2"
"3767","Intellectual_disability.rds","ING4"
"3768","Intellectual_disability.rds","INO80"
"3769","Intellectual_disability.rds","INO80E"
"3770","Intellectual_disability.rds","INPP5B"
"3771","Intellectual_disability.rds","INPP5D"
"3772","Intellectual_disability.rds","INPP5F"
"3773","Intellectual_disability.rds","INSR"
"3774","Intellectual_disability.rds","INTS3"
"3775","Intellectual_disability.rds","INTS4"
"3776","Intellectual_disability.rds","INTS6"
"3777","Intellectual_disability.rds","INTS9"
"3778","Intellectual_disability.rds","INTU"
"3779","Intellectual_disability.rds","IPO5"
"3780","Intellectual_disability.rds","IPO7"
"3781","Intellectual_disability.rds","IQCA1"
"3782","Intellectual_disability.rds","IQCK"
"3783","Intellectual_disability.rds","IQGAP2"
"3784","Intellectual_disability.rds","IRF2BP1"
"3785","Intellectual_disability.rds","IST1"
"3786","Intellectual_disability.rds","ISYNA1"
"3787","Intellectual_disability.rds","ITCH"
"3788","Intellectual_disability.rds","ITFG2"
"3789","Intellectual_disability.rds","ITGA1"
"3790","Intellectual_disability.rds","ITGB1"
"3791","Intellectual_disability.rds","ITGB1BP1"
"3792","Intellectual_disability.rds","ITGB3"
"3793","Intellectual_disability.rds","ITPR2"
"3794","Intellectual_disability.rds","ITPR3"
"3795","Intellectual_disability.rds","ITSN1"
"3796","Intellectual_disability.rds","IYD"
"3797","Intellectual_disability.rds","JADE1"
"3798","Intellectual_disability.rds","JAK1"
"3799","Intellectual_disability.rds","JAKMIP2"
"3800","Intellectual_disability.rds","JARID2"
"3801","Intellectual_disability.rds","JAZF1"
"3802","Intellectual_disability.rds","JMJD1C"
"3803","Intellectual_disability.rds","KALRN"
"3804","Intellectual_disability.rds","KAT2A"
"3805","Intellectual_disability.rds","KAT5"
"3806","Intellectual_disability.rds","KAT7"
"3807","Intellectual_disability.rds","KCNA4"
"3808","Intellectual_disability.rds","KCNC2"
"3809","Intellectual_disability.rds","KCND3"
"3810","Intellectual_disability.rds","KCNH3"
"3811","Intellectual_disability.rds","KCNH5"
"3812","Intellectual_disability.rds","KCNH7"
"3813","Intellectual_disability.rds","KCNH8"
"3814","Intellectual_disability.rds","KCNJ3"
"3815","Intellectual_disability.rds","KCNJ4"
"3816","Intellectual_disability.rds","KCNJ8"
"3817","Intellectual_disability.rds","KCNJ9"
"3818","Intellectual_disability.rds","KCNK12"
"3819","Intellectual_disability.rds","KCNK3"
"3820","Intellectual_disability.rds","KCNMA1"
"3821","Intellectual_disability.rds","KCNN3"
"3822","Intellectual_disability.rds","KCNN4"
"3823","Intellectual_disability.rds","KCNQ4"
"3824","Intellectual_disability.rds","KCNT2"
"3825","Intellectual_disability.rds","KCNV1"
"3826","Intellectual_disability.rds","KCTD1"
"3827","Intellectual_disability.rds","KDM3B"
"3828","Intellectual_disability.rds","KDM4A"
"3829","Intellectual_disability.rds","KDM4B"
"3830","Intellectual_disability.rds","KDM4C"
"3831","Intellectual_disability.rds","KDM5A"
"3832","Intellectual_disability.rds","KDSR"
"3833","Intellectual_disability.rds","KEAP1"
"3834","Intellectual_disability.rds","KIAA0895"
"3835","Intellectual_disability.rds","KIAA0895L"
"3836","Intellectual_disability.rds","KIAA1191"
"3837","Intellectual_disability.rds","KIAA1468"
"3838","Intellectual_disability.rds","KIAA1841"
"3839","Intellectual_disability.rds","KIF1B"
"3840","Intellectual_disability.rds","KIF2A"
"3841","Intellectual_disability.rds","KIF3A"
"3842","Intellectual_disability.rds","KIF3B"
"3843","Intellectual_disability.rds","KIF5B"
"3844","Intellectual_disability.rds","KLC4"
"3845","Intellectual_disability.rds","KLHDC3"
"3846","Intellectual_disability.rds","KLHL15"
"3847","Intellectual_disability.rds","KLHL2"
"3848","Intellectual_disability.rds","KLHL3"
"3849","Intellectual_disability.rds","KLK15"
"3850","Intellectual_disability.rds","KLK3"
"3851","Intellectual_disability.rds","KLK6"
"3852","Intellectual_disability.rds","KLKB1"
"3853","Intellectual_disability.rds","KMT2B"
"3854","Intellectual_disability.rds","KNTC1"
"3855","Intellectual_disability.rds","KPNA1"
"3856","Intellectual_disability.rds","KPNA3"
"3857","Intellectual_disability.rds","KPNA4"
"3858","Intellectual_disability.rds","KPNA6"
"3859","Intellectual_disability.rds","KPNB1"
"3860","Intellectual_disability.rds","KRT23"
"3861","Intellectual_disability.rds","KSR2"
"3862","Intellectual_disability.rds","L3MBTL4"
"3863","Intellectual_disability.rds","LARP1B"
"3864","Intellectual_disability.rds","LARS"
"3865","Intellectual_disability.rds","LAS1L"
"3866","Intellectual_disability.rds","LAT"
"3867","Intellectual_disability.rds","LBR"
"3868","Intellectual_disability.rds","LCAT"
"3869","Intellectual_disability.rds","LCLAT1"
"3870","Intellectual_disability.rds","LDB1"
"3871","Intellectual_disability.rds","LDHA"
"3872","Intellectual_disability.rds","LDLR"
"3873","Intellectual_disability.rds","LEO1"
"3874","Intellectual_disability.rds","LGI3"
"3875","Intellectual_disability.rds","LHX2"
"3876","Intellectual_disability.rds","LHX6"
"3877","Intellectual_disability.rds","LIMA1"
"3878","Intellectual_disability.rds","LIMK1"
"3879","Intellectual_disability.rds","LIMK2"
"3880","Intellectual_disability.rds","LIN54"
"3881","Intellectual_disability.rds","LITAF"
"3882","Intellectual_disability.rds","LMF1"
"3883","Intellectual_disability.rds","LMNA"
"3884","Intellectual_disability.rds","LMO3"
"3885","Intellectual_disability.rds","LMTK3"
"3886","Intellectual_disability.rds","LPIN1"
"3887","Intellectual_disability.rds","LPXN"
"3888","Intellectual_disability.rds","LRBA"
"3889","Intellectual_disability.rds","LRCH3"
"3890","Intellectual_disability.rds","LRP12"
"3891","Intellectual_disability.rds","LRP4"
"3892","Intellectual_disability.rds","LRP5L"
"3893","Intellectual_disability.rds","LRP6"
"3894","Intellectual_disability.rds","LRP8"
"3895","Intellectual_disability.rds","LRRC28"
"3896","Intellectual_disability.rds","LRRC41"
"3897","Intellectual_disability.rds","LRRC42"
"3898","Intellectual_disability.rds","LRRC4B"
"3899","Intellectual_disability.rds","LRRC7"
"3900","Intellectual_disability.rds","LRRC8A"
"3901","Intellectual_disability.rds","LRRC8D"
"3902","Intellectual_disability.rds","LRRFIP2"
"3903","Intellectual_disability.rds","LRRK1"
"3904","Intellectual_disability.rds","LRRK2"
"3905","Intellectual_disability.rds","LSM6"
"3906","Intellectual_disability.rds","LSM7"
"3907","Intellectual_disability.rds","LUC7L"
"3908","Intellectual_disability.rds","LYN"
"3909","Intellectual_disability.rds","MAATS1"
"3910","Intellectual_disability.rds","MAD1L1"
"3911","Intellectual_disability.rds","MAFG"
"3912","Intellectual_disability.rds","MAGED2"
"3913","Intellectual_disability.rds","MAGOH"
"3914","Intellectual_disability.rds","MALT1"
"3915","Intellectual_disability.rds","MANEA"
"3916","Intellectual_disability.rds","MANEAL"
"3917","Intellectual_disability.rds","MAP1B"
"3918","Intellectual_disability.rds","MAP2"
"3919","Intellectual_disability.rds","MAP2K4"
"3920","Intellectual_disability.rds","MAP2K6"
"3921","Intellectual_disability.rds","MAP2K7"
"3922","Intellectual_disability.rds","MAP3K12"
"3923","Intellectual_disability.rds","MAP3K5"
"3924","Intellectual_disability.rds","MAP3K7"
"3925","Intellectual_disability.rds","MAP4K4"
"3926","Intellectual_disability.rds","MAPK1"
"3927","Intellectual_disability.rds","MAPK10"
"3928","Intellectual_disability.rds","MAPK14"
"3929","Intellectual_disability.rds","MAPK8"
"3930","Intellectual_disability.rds","MAPKAP1"
"3931","Intellectual_disability.rds","MAPKAPK2"
"3932","Intellectual_disability.rds","MAPRE2"
"3933","Intellectual_disability.rds","MARCH6"
"3934","Intellectual_disability.rds","MARK3"
"3935","Intellectual_disability.rds","MARK4"
"3936","Intellectual_disability.rds","MARS"
"3937","Intellectual_disability.rds","MAST3"
"3938","Intellectual_disability.rds","MAT2A"
"3939","Intellectual_disability.rds","MATN4"
"3940","Intellectual_disability.rds","MATR3"
"3941","Intellectual_disability.rds","MBD4"
"3942","Intellectual_disability.rds","MBD6"
"3943","Intellectual_disability.rds","MBP"
"3944","Intellectual_disability.rds","MBTD1"
"3945","Intellectual_disability.rds","MBTPS1"
"3946","Intellectual_disability.rds","MCF2L"
"3947","Intellectual_disability.rds","MCFD2"
"3948","Intellectual_disability.rds","MCRS1"
"3949","Intellectual_disability.rds","MCTS1"
"3950","Intellectual_disability.rds","MECOM"
"3951","Intellectual_disability.rds","MECR"
"3952","Intellectual_disability.rds","MED13"
"3953","Intellectual_disability.rds","MED15"
"3954","Intellectual_disability.rds","MED24"
"3955","Intellectual_disability.rds","MEIS1"
"3956","Intellectual_disability.rds","MEIS3"
"3957","Intellectual_disability.rds","MEN1"
"3958","Intellectual_disability.rds","MEPCE"
"3959","Intellectual_disability.rds","MFAP5"
"3960","Intellectual_disability.rds","MFGE8"
"3961","Intellectual_disability.rds","MFN2"
"3962","Intellectual_disability.rds","MGA"
"3963","Intellectual_disability.rds","MGAM"
"3964","Intellectual_disability.rds","MGAT3"
"3965","Intellectual_disability.rds","MGAT5"
"3966","Intellectual_disability.rds","MGLL"
"3967","Intellectual_disability.rds","MIB1"
"3968","Intellectual_disability.rds","MINK1"
"3969","Intellectual_disability.rds","MIS18BP1"
"3970","Intellectual_disability.rds","MKLN1"
"3971","Intellectual_disability.rds","MLH3"
"3972","Intellectual_disability.rds","MLLT1"
"3973","Intellectual_disability.rds","MMP16"
"3974","Intellectual_disability.rds","MOB4"
"3975","Intellectual_disability.rds","MON2"
"3976","Intellectual_disability.rds","MORC3"
"3977","Intellectual_disability.rds","MORF4L2"
"3978","Intellectual_disability.rds","MOV10"
"3979","Intellectual_disability.rds","MPHOSPH9"
"3980","Intellectual_disability.rds","MPND"
"3981","Intellectual_disability.rds","MPV17"
"3982","Intellectual_disability.rds","MRAS"
"3983","Intellectual_disability.rds","MRI1"
"3984","Intellectual_disability.rds","MRPL19"
"3985","Intellectual_disability.rds","MRPL4"
"3986","Intellectual_disability.rds","MRPL42"
"3987","Intellectual_disability.rds","MRPL43"
"3988","Intellectual_disability.rds","MRPS27"
"3989","Intellectual_disability.rds","MRVI1"
"3990","Intellectual_disability.rds","MSH6"
"3991","Intellectual_disability.rds","MSL1"
"3992","Intellectual_disability.rds","MSN"
"3993","Intellectual_disability.rds","MST1"
"3994","Intellectual_disability.rds","MTA2"
"3995","Intellectual_disability.rds","MTAP"
"3996","Intellectual_disability.rds","MTBP"
"3997","Intellectual_disability.rds","MTG1"
"3998","Intellectual_disability.rds","MTMR10"
"3999","Intellectual_disability.rds","MTMR11"
"4000","Intellectual_disability.rds","MTMR2"
"4001","Intellectual_disability.rds","MTMR3"
"4002","Intellectual_disability.rds","MTMR6"
"4003","Intellectual_disability.rds","MTO1"
"4004","Intellectual_disability.rds","MTSS1"
"4005","Intellectual_disability.rds","MUTYH"
"4006","Intellectual_disability.rds","MVP"
"4007","Intellectual_disability.rds","MYBL1"
"4008","Intellectual_disability.rds","MYH10"
"4009","Intellectual_disability.rds","MYH14"
"4010","Intellectual_disability.rds","MYH3"
"4011","Intellectual_disability.rds","MYH6"
"4012","Intellectual_disability.rds","MYH7"
"4013","Intellectual_disability.rds","MYH7B"
"4014","Intellectual_disability.rds","MYH9"
"4015","Intellectual_disability.rds","MYO10"
"4016","Intellectual_disability.rds","MYO15A"
"4017","Intellectual_disability.rds","MYO18A"
"4018","Intellectual_disability.rds","MYO1C"
"4019","Intellectual_disability.rds","MYO1E"
"4020","Intellectual_disability.rds","MYO1F"
"4021","Intellectual_disability.rds","MYO3B"
"4022","Intellectual_disability.rds","MYO5C"
"4023","Intellectual_disability.rds","MYO6"
"4024","Intellectual_disability.rds","MYO7A"
"4025","Intellectual_disability.rds","MYO9A"
"4026","Intellectual_disability.rds","MYO9B"
"4027","Intellectual_disability.rds","MYOF"
"4028","Intellectual_disability.rds","N4BP2L2"
"4029","Intellectual_disability.rds","NAA35"
"4030","Intellectual_disability.rds","NAB2"
"4031","Intellectual_disability.rds","NADSYN1"
"4032","Intellectual_disability.rds","NAE1"
"4033","Intellectual_disability.rds","NARF"
"4034","Intellectual_disability.rds","NARS"
"4035","Intellectual_disability.rds","NASP"
"4036","Intellectual_disability.rds","NCAM1"
"4037","Intellectual_disability.rds","NCAM2"
"4038","Intellectual_disability.rds","NCAPH2"
"4039","Intellectual_disability.rds","NCDN"
"4040","Intellectual_disability.rds","NCOA1"
"4041","Intellectual_disability.rds","NCOA2"
"4042","Intellectual_disability.rds","NCOA7"
"4043","Intellectual_disability.rds","NCOR1"
"4044","Intellectual_disability.rds","NDRG1"
"4045","Intellectual_disability.rds","NDRG4"
"4046","Intellectual_disability.rds","NDUFA10"
"4047","Intellectual_disability.rds","NDUFA9"
"4048","Intellectual_disability.rds","NDUFB8"
"4049","Intellectual_disability.rds","NDUFC1"
"4050","Intellectual_disability.rds","NDUFS2"
"4051","Intellectual_disability.rds","NDUFS3"
"4052","Intellectual_disability.rds","NEDD4"
"4053","Intellectual_disability.rds","NEDD8"
"4054","Intellectual_disability.rds","NEK1"
"4055","Intellectual_disability.rds","NELL2"
"4056","Intellectual_disability.rds","NEURL4"
"4057","Intellectual_disability.rds","NF2"
"4058","Intellectual_disability.rds","NFASC"
"4059","Intellectual_disability.rds","NFIB"
"4060","Intellectual_disability.rds","NFRKB"
"4061","Intellectual_disability.rds","NFS1"
"4062","Intellectual_disability.rds","NFYA"
"4063","Intellectual_disability.rds","NID2"
"4064","Intellectual_disability.rds","NIN"
"4065","Intellectual_disability.rds","NIPA2"
"4066","Intellectual_disability.rds","NIPAL3"
"4067","Intellectual_disability.rds","NIT1"
"4068","Intellectual_disability.rds","NLGN2"
"4069","Intellectual_disability.rds","NLGN4X"
"4070","Intellectual_disability.rds","NLK"
"4071","Intellectual_disability.rds","NLRP4"
"4072","Intellectual_disability.rds","NME7"
"4073","Intellectual_disability.rds","NMNAT2"
"4074","Intellectual_disability.rds","NNT"
"4075","Intellectual_disability.rds","NOS3"
"4076","Intellectual_disability.rds","NOTCH1"
"4077","Intellectual_disability.rds","NOTCH2"
"4078","Intellectual_disability.rds","NOTCH3"
"4079","Intellectual_disability.rds","NPAS2"
"4080","Intellectual_disability.rds","NPAS3"
"4081","Intellectual_disability.rds","NPEPPS"
"4082","Intellectual_disability.rds","NPHP3"
"4083","Intellectual_disability.rds","NPHP4"
"4084","Intellectual_disability.rds","NPNT"
"4085","Intellectual_disability.rds","NPR2"
"4086","Intellectual_disability.rds","NR1D2"
"4087","Intellectual_disability.rds","NR1H3"
"4088","Intellectual_disability.rds","NR1I3"
"4089","Intellectual_disability.rds","NR2C1"
"4090","Intellectual_disability.rds","NR2C2"
"4091","Intellectual_disability.rds","NR2E1"
"4092","Intellectual_disability.rds","NR2F2"
"4093","Intellectual_disability.rds","NR3C1"
"4094","Intellectual_disability.rds","NR4A1"
"4095","Intellectual_disability.rds","NR4A3"
"4096","Intellectual_disability.rds","NR5A1"
"4097","Intellectual_disability.rds","NRBP1"
"4098","Intellectual_disability.rds","NREP"
"4099","Intellectual_disability.rds","NRF1"
"4100","Intellectual_disability.rds","NRP1"
"4101","Intellectual_disability.rds","NRP2"
"4102","Intellectual_disability.rds","NRXN3"
"4103","Intellectual_disability.rds","NSMAF"
"4104","Intellectual_disability.rds","NSRP1"
"4105","Intellectual_disability.rds","NT5C3A"
"4106","Intellectual_disability.rds","NT5DC1"
"4107","Intellectual_disability.rds","NTRK3"
"4108","Intellectual_disability.rds","NUP107"
"4109","Intellectual_disability.rds","NUP160"
"4110","Intellectual_disability.rds","NUP35"
"4111","Intellectual_disability.rds","NUP50"
"4112","Intellectual_disability.rds","NUP98"
"4113","Intellectual_disability.rds","NUTF2"
"4114","Intellectual_disability.rds","NVL"
"4115","Intellectual_disability.rds","NXT2"
"4116","Intellectual_disability.rds","OCA2"
"4117","Intellectual_disability.rds","OGDH"
"4118","Intellectual_disability.rds","OGDHL"
"4119","Intellectual_disability.rds","OLFM1"
"4120","Intellectual_disability.rds","OPA1"
"4121","Intellectual_disability.rds","OPTN"
"4122","Intellectual_disability.rds","ORC4"
"4123","Intellectual_disability.rds","OSBP"
"4124","Intellectual_disability.rds","OSBPL1A"
"4125","Intellectual_disability.rds","OSBPL8"
"4126","Intellectual_disability.rds","OSBPL9"
"4127","Intellectual_disability.rds","OTUD5"
"4128","Intellectual_disability.rds","OXCT1"
"4129","Intellectual_disability.rds","OXR1"
"4130","Intellectual_disability.rds","P4HTM"
"4131","Intellectual_disability.rds","PA2G4"
"4132","Intellectual_disability.rds","PABPC4"
"4133","Intellectual_disability.rds","PAK1"
"4134","Intellectual_disability.rds","PAK2"
"4135","Intellectual_disability.rds","PAN3"
"4136","Intellectual_disability.rds","PANK1"
"4137","Intellectual_disability.rds","PANK2"
"4138","Intellectual_disability.rds","PAOX"
"4139","Intellectual_disability.rds","PARK7"
"4140","Intellectual_disability.rds","PARP6"
"4141","Intellectual_disability.rds","PATZ1"
"4142","Intellectual_disability.rds","PAX2"
"4143","Intellectual_disability.rds","PAX4"
"4144","Intellectual_disability.rds","PAX7"
"4145","Intellectual_disability.rds","PAXBP1"
"4146","Intellectual_disability.rds","PAXIP1"
"4147","Intellectual_disability.rds","PBRM1"
"4148","Intellectual_disability.rds","PCBP1"
"4149","Intellectual_disability.rds","PCBP2"
"4150","Intellectual_disability.rds","PCBP4"
"4151","Intellectual_disability.rds","PCDH11X"
"4152","Intellectual_disability.rds","PCGF3"
"4153","Intellectual_disability.rds","PCIF1"
"4154","Intellectual_disability.rds","PCLO"
"4155","Intellectual_disability.rds","PCNA"
"4156","Intellectual_disability.rds","PCSK2"
"4157","Intellectual_disability.rds","PCSK4"
"4158","Intellectual_disability.rds","PCSK5"
"4159","Intellectual_disability.rds","PCSK6"
"4160","Intellectual_disability.rds","PCSK7"
"4161","Intellectual_disability.rds","PCYT1B"
"4162","Intellectual_disability.rds","PCYT2"
"4163","Intellectual_disability.rds","PDE10A"
"4164","Intellectual_disability.rds","PDE1A"
"4165","Intellectual_disability.rds","PDE2A"
"4166","Intellectual_disability.rds","PDE4B"
"4167","Intellectual_disability.rds","PDE4C"
"4168","Intellectual_disability.rds","PDE8A"
"4169","Intellectual_disability.rds","PDE8B"
"4170","Intellectual_disability.rds","PDE9A"
"4171","Intellectual_disability.rds","PDK1"
"4172","Intellectual_disability.rds","PDLIM5"
"4173","Intellectual_disability.rds","PDPR"
"4174","Intellectual_disability.rds","PDS5A"
"4175","Intellectual_disability.rds","PDS5B"
"4176","Intellectual_disability.rds","PDZD4"
"4177","Intellectual_disability.rds","PEX5L"
"4178","Intellectual_disability.rds","PFKFB2"
"4179","Intellectual_disability.rds","PFKM"
"4180","Intellectual_disability.rds","PHACTR2"
"4181","Intellectual_disability.rds","PHB"
"4182","Intellectual_disability.rds","PHF12"
"4183","Intellectual_disability.rds","PHF19"
"4184","Intellectual_disability.rds","PHF2"
"4185","Intellectual_disability.rds","PHF5A"
"4186","Intellectual_disability.rds","PHKA1"
"4187","Intellectual_disability.rds","PHKB"
"4188","Intellectual_disability.rds","PHYH"
"4189","Intellectual_disability.rds","PI4K2A"
"4190","Intellectual_disability.rds","PI4KA"
"4191","Intellectual_disability.rds","PIAS1"
"4192","Intellectual_disability.rds","PIAS4"
"4193","Intellectual_disability.rds","PIEZO1"
"4194","Intellectual_disability.rds","PIGF"
"4195","Intellectual_disability.rds","PIH1D1"
"4196","Intellectual_disability.rds","PIK3CB"
"4197","Intellectual_disability.rds","PIK3R3"
"4198","Intellectual_disability.rds","PIP5K1B"
"4199","Intellectual_disability.rds","PISD"
"4200","Intellectual_disability.rds","PITPNM2"
"4201","Intellectual_disability.rds","PITPNM3"
"4202","Intellectual_disability.rds","PKHD1"
"4203","Intellectual_disability.rds","PKIB"
"4204","Intellectual_disability.rds","PKLR"
"4205","Intellectual_disability.rds","PKN2"
"4206","Intellectual_disability.rds","PKNOX1"
"4207","Intellectual_disability.rds","PLAT"
"4208","Intellectual_disability.rds","PLCB4"
"4209","Intellectual_disability.rds","PLCL2"
"4210","Intellectual_disability.rds","PLCZ1"
"4211","Intellectual_disability.rds","PLD1"
"4212","Intellectual_disability.rds","PLEKHA7"
"4213","Intellectual_disability.rds","PLEKHA8"
"4214","Intellectual_disability.rds","PLEKHG3"
"4215","Intellectual_disability.rds","PLEKHG5"
"4216","Intellectual_disability.rds","PLEKHH1"
"4217","Intellectual_disability.rds","PLEKHH3"
"4218","Intellectual_disability.rds","PLK2"
"4219","Intellectual_disability.rds","PLOD1"
"4220","Intellectual_disability.rds","PLOD2"
"4221","Intellectual_disability.rds","PLOD3"
"4222","Intellectual_disability.rds","PLS1"
"4223","Intellectual_disability.rds","PMPCB"
"4224","Intellectual_disability.rds","PMS1"
"4225","Intellectual_disability.rds","PNKD"
"4226","Intellectual_disability.rds","PNPLA8"
"4227","Intellectual_disability.rds","POC1B"
"4228","Intellectual_disability.rds","POFUT2"
"4229","Intellectual_disability.rds","POLDIP3"
"4230","Intellectual_disability.rds","POLE"
"4231","Intellectual_disability.rds","POLE2"
"4232","Intellectual_disability.rds","POLK"
"4233","Intellectual_disability.rds","POLR2B"
"4234","Intellectual_disability.rds","POLR3H"
"4235","Intellectual_disability.rds","POR"
"4236","Intellectual_disability.rds","POU1F1"
"4237","Intellectual_disability.rds","POU3F2"
"4238","Intellectual_disability.rds","POU3F3"
"4239","Intellectual_disability.rds","POU6F2"
"4240","Intellectual_disability.rds","PPA2"
"4241","Intellectual_disability.rds","PPFIA1"
"4242","Intellectual_disability.rds","PPFIA2"
"4243","Intellectual_disability.rds","PPFIA3"
"4244","Intellectual_disability.rds","PPFIBP1"
"4245","Intellectual_disability.rds","PPIL2"
"4246","Intellectual_disability.rds","PPIP5K2"
"4247","Intellectual_disability.rds","PPOX"
"4248","Intellectual_disability.rds","PPP1CA"
"4249","Intellectual_disability.rds","PPP1CC"
"4250","Intellectual_disability.rds","PPP1R10"
"4251","Intellectual_disability.rds","PPP1R12A"
"4252","Intellectual_disability.rds","PPP1R21"
"4253","Intellectual_disability.rds","PPP1R8"
"4254","Intellectual_disability.rds","PPP1R9A"
"4255","Intellectual_disability.rds","PPP1R9B"
"4256","Intellectual_disability.rds","PPP2CB"
"4257","Intellectual_disability.rds","PPP2R2A"
"4258","Intellectual_disability.rds","PPP2R2C"
"4259","Intellectual_disability.rds","PPP2R5B"
"4260","Intellectual_disability.rds","PPP2R5C"
"4261","Intellectual_disability.rds","PPP3CB"
"4262","Intellectual_disability.rds","PPP3R1"
"4263","Intellectual_disability.rds","PPT2"
"4264","Intellectual_disability.rds","PQLC1"
"4265","Intellectual_disability.rds","PQLC2"
"4266","Intellectual_disability.rds","PRDM16"
"4267","Intellectual_disability.rds","PRDM5"
"4268","Intellectual_disability.rds","PREPL"
"4269","Intellectual_disability.rds","PRICKLE1"
"4270","Intellectual_disability.rds","PRKACA"
"4271","Intellectual_disability.rds","PRKACB"
"4272","Intellectual_disability.rds","PRKAG2"
"4273","Intellectual_disability.rds","PRKAR1A"
"4274","Intellectual_disability.rds","PRKAR2B"
"4275","Intellectual_disability.rds","PRKCB"
"4276","Intellectual_disability.rds","PRKCD"
"4277","Intellectual_disability.rds","PRKCG"
"4278","Intellectual_disability.rds","PRKCI"
"4279","Intellectual_disability.rds","PRKCZ"
"4280","Intellectual_disability.rds","PRMT1"
"4281","Intellectual_disability.rds","PRMT5"
"4282","Intellectual_disability.rds","PROX1"
"4283","Intellectual_disability.rds","PRPF19"
"4284","Intellectual_disability.rds","PRPF31"
"4285","Intellectual_disability.rds","PRPF39"
"4286","Intellectual_disability.rds","PRPF40A"
"4287","Intellectual_disability.rds","PRPF6"
"4288","Intellectual_disability.rds","PRPF8"
"4289","Intellectual_disability.rds","PRPS2"
"4290","Intellectual_disability.rds","PRPSAP2"
"4291","Intellectual_disability.rds","PRR12"
"4292","Intellectual_disability.rds","PRR5L"
"4293","Intellectual_disability.rds","PRRC1"
"4294","Intellectual_disability.rds","PSD3"
"4295","Intellectual_disability.rds","PSEN2"
"4296","Intellectual_disability.rds","PSMA6"
"4297","Intellectual_disability.rds","PSMA7"
"4298","Intellectual_disability.rds","PSMC1"
"4299","Intellectual_disability.rds","PSMC3"
"4300","Intellectual_disability.rds","PSMC4"
"4301","Intellectual_disability.rds","PSMD1"
"4302","Intellectual_disability.rds","PSMD11"
"4303","Intellectual_disability.rds","PSMD14"
"4304","Intellectual_disability.rds","PSMD2"
"4305","Intellectual_disability.rds","PTBP1"
"4306","Intellectual_disability.rds","PTBP2"
"4307","Intellectual_disability.rds","PTCD2"
"4308","Intellectual_disability.rds","PTDSS2"
"4309","Intellectual_disability.rds","PTGS2"
"4310","Intellectual_disability.rds","PTK2"
"4311","Intellectual_disability.rds","PTK7"
"4312","Intellectual_disability.rds","PTOV1"
"4313","Intellectual_disability.rds","PTPN12"
"4314","Intellectual_disability.rds","PTPN13"
"4315","Intellectual_disability.rds","PTPN21"
"4316","Intellectual_disability.rds","PTPRA"
"4317","Intellectual_disability.rds","PTPRF"
"4318","Intellectual_disability.rds","PTPRG"
"4319","Intellectual_disability.rds","PTPRM"
"4320","Intellectual_disability.rds","PTPRO"
"4321","Intellectual_disability.rds","PTPRT"
"4322","Intellectual_disability.rds","PUM1"
"4323","Intellectual_disability.rds","PYGB"
"4324","Intellectual_disability.rds","PYGL"
"4325","Intellectual_disability.rds","QKI"
"4326","Intellectual_disability.rds","R3HDM2"
"4327","Intellectual_disability.rds","RAB10"
"4328","Intellectual_disability.rds","RAB11A"
"4329","Intellectual_disability.rds","RAB1A"
"4330","Intellectual_disability.rds","RAB37"
"4331","Intellectual_disability.rds","RAB3IP"
"4332","Intellectual_disability.rds","RAB6A"
"4333","Intellectual_disability.rds","RAB6B"
"4334","Intellectual_disability.rds","RAB7A"
"4335","Intellectual_disability.rds","RAB9B"
"4336","Intellectual_disability.rds","RABGAP1"
"4337","Intellectual_disability.rds","RABGAP1L"
"4338","Intellectual_disability.rds","RABGGTA"
"4339","Intellectual_disability.rds","RAC2"
"4340","Intellectual_disability.rds","RAD51"
"4341","Intellectual_disability.rds","RAD51AP1"
"4342","Intellectual_disability.rds","RAD54B"
"4343","Intellectual_disability.rds","RAD54L"
"4344","Intellectual_disability.rds","RAD54L2"
"4345","Intellectual_disability.rds","RAE1"
"4346","Intellectual_disability.rds","RALA"
"4347","Intellectual_disability.rds","RALGAPA1"
"4348","Intellectual_disability.rds","RALGAPB"
"4349","Intellectual_disability.rds","RALGPS1"
"4350","Intellectual_disability.rds","RALGPS2"
"4351","Intellectual_disability.rds","RAN"
"4352","Intellectual_disability.rds","RANBP3"
"4353","Intellectual_disability.rds","RAP1A"
